name,description,coverImage,cards,privacy,language,deleted,createdAt,updatedAt
Sentieri 6B: Imperfetto Irregolare,Common verbs irregular in the imperfetto,https://s3.amazonaws.com/tinycards/image/031a4a7c7c8dd8927005279fdf839173,"### Card 1
Front
* io (essere)

Back
* ero

### Card 2
Front
* tu (essere)

Back
* eri

### Card 3
Front
* lui/lei (essere)

Back
* era

### Card 4
Front
* noi (essere)

Back
* eravamo

### Card 5
Front
* voi (essere)

Back
* eravate

### Card 6
Front
* loro (essere)

Back
* erano

### Card 7
Front
* io (bere)

Back
* bevevo

### Card 8
Front
* tu (bere)

Back
* bevevi

### Card 9
Front
* lui/lei (bere)

Back
* beveva

### Card 10
Front
* noi (bere)

Back
* bevevamo

### Card 11
Front
* voi (bere)

Back
* bevevate

### Card 12
Front
* loro (bere)

Back
* bevevano

### Card 13
Front
* io (dire)

Back
* dicevo

### Card 14
Front
* tu (dire)

Back
* dicevi

### Card 15
Front
* lui/lei (dire)

Back
* diceva

### Card 16
Front
* noi (dire)

Back
* dicevamo

### Card 17
Front
* voi (dire)

Back
* dicevate

### Card 18
Front
* loro (dire)

Back
* dicevano

### Card 19
Front
* io (fare)

Back
* facevo

### Card 20
Front
* tu (fare)

Back
* facevi

### Card 21
Front
* lui/lei (fare)

Back
* faceva

### Card 22
Front
* noi (fare)

Back
* facevamo

### Card 23
Front
* voi (fare)

Back
* facevate

### Card 24
Front
* loro (fare)

Back
* facevano",Everyone,en,False,2019-01-29 03:07:38,2019-02-18 20:16:43
Sentieri 6B: Vocabulary,dal dottore,https://s3.amazonaws.com/tinycards/image/bfd10a04c9fd3a4fba98383cb8efcbd2,"### Card 1
Front
* andare dal dottore

Back
* to go to the doctor

### Card 2
Front
* controllare la linea

Back
* to watch one's weight

### Card 3
Front
* curare

Back
* to heal; to treat

### Card 4
Front
* essere allergico (a)

Back
* to be allergic (to)

### Card 5
Front
* essere in forma

Back
* to be in shape

### Card 6
Front
* essere fuori forma

Back
* to be out of shape

### Card 7
Front
* evitare (di)

Back
* to avoid

### Card 8
Front
* farsi male

Back
* to hurt oneself

### Card 9
Front
* guarire

Back
* to get better
* (-isc)

### Card 10
Front
* piangere

Back
* to cry

### Card 11
Front
* rompersi (un braccio)

Back
* to break (an arm)

### Card 12
Front
* l'ospedale

Back
* hospital

### Card 13
Front
* l'ambulanza

Back
* ambulance

### Card 14
Front
* l'aspirina

Back
* aspirin

### Card 15
Front
* il chirurgo

Back
* surgeon (m)

### Card 16
Front
* la chirurga

Back
* surgeon (f)

### Card 17
Front
* il dentista

Back
* dentist (m)

### Card 18
Front
* la dentista

Back
* dentist (f)

### Card 19
Front
* il farmacista

Back
* pharmacist (m)

### Card 20
Front
* la farmacista

Back
* pharmacist (f)

### Card 21
Front
* la medicina

Back
* medicine; drug

### Card 22
Front
* il medico (di famiglia)

Back
* (family) doctor

### Card 23
Front
* il pronto soccorso

Back
* first aid; emergency room

### Card 24
Front
* la ricetta

Back
* prescription

### Card 25
Front
* il termometro

Back
* thermometer

### Card 26
Front
* le malattie

Back
* ailments

### Card 27
Front
* i sintomi

Back
* symptoms

### Card 28
Front
* la carie

Back
* cavity (invariable)

### Card 29
Front
* la depressione

Back
* depression

### Card 30
Front
* il dolore

Back
* pain

### Card 31
Front
* l'infezione

Back
* infection (f)

### Card 32
Front
* l'influenza

Back
* flu

### Card 33
Front
* l'insonnia

Back
* insomnia

### Card 34
Front
* il naso intasato

Back
* stuffy nose

### Card 35
Front
* la nausea

Back
* nausea

### Card 36
Front
* grave

Back
* serious

### Card 37
Front
* leggero

Back
* slight

### Card 38
Front
* malato

Back
* ill

### Card 39
Front
* sano

Back
* healthy

### Card 40
Front
* avere la febbre

Back
* to have a fever

### Card 41
Front
* fare una puntura

Back
* to give a shot

### Card 42
Front
* avere mal di pancia

Back
* to have a stomach ache

### Card 43
Front
* avere mal di schiena

Back
* to have a back ache

### Card 44
Front
* avere mal di testa

Back
* to have a headache

### Card 45
Front
* avere il raffreddore

Back
* to have a cold

### Card 46
Front
* essere in buona salute

Back
* to be in good health

### Card 47
Front
* essere incinta

Back
* to be pregnant

### Card 48
Front
* fare esercizio

Back
* to exercise

### Card 49
Front
* fare ginnastica

Back
* to exercise at the gym

### Card 50
Front
* starnutire

Back
* to sneeze
* (-isc)

### Card 51
Front
* tossire

Back
* to cough
* (-isc)

### Card 52
Front
* la ferita

Back
* injury; wound

### Card 53
Front
* l'infermiere

Back
* nurse (m)

### Card 54
Front
* l'infermiera

Back
* nurse (f)

### Card 55
Front
* il paziente

Back
* patient (m)

### Card 56
Front
* la paziente

Back
* patient (f)

### Card 57
Front
* la pillola

Back
* pill",Everyone,en,False,2019-01-23 01:57:57,2019-01-23 22:22:55
Sentieri 6A: Reciprocal Verbs,Reflexives expressing reciprocal action,https://s3.amazonaws.com/tinycards/image/eeb2e7aa00ef521f2c9bb0234097152c,"### Card 1
Front
* abbracciarsi

Back
* to hug each other

### Card 2
Front
* aiutarsi

Back
* to help each other

### Card 3
Front
* amarsi

Back
* to love each other

### Card 4
Front
* baciarsi

Back
* to kiss each other

### Card 5
Front
* chiamarsi

Back
* to call each other

### Card 6
Front
* conoscersi

Back
* to know each other

### Card 7
Front
* darsi

Back
* to give to each other

### Card 8
Front
* guardarsi

Back
* to look at each other

### Card 9
Front
* incontrarsi

Back
* to meet each other

### Card 10
Front
* innamorarsi

Back
* to fall in love with each other

### Card 11
Front
* lasciarsi

Back
* to leave each other, to split up

### Card 12
Front
* odiarsi

Back
* to hate each other

### Card 13
Front
* parlarsi

Back
* to speak to each other

### Card 14
Front
* salutarsi

Back
* to greet each other

### Card 15
Front
* scriversi

Back
* to write to each other

### Card 16
Front
* sposarsi

Back
* to marry each other

### Card 17
Front
* telefonarsi

Back
* to phone each other

### Card 18
Front
* vedersi

Back
* to see each other",Everyone,en,False,2019-01-16 18:46:03,2019-01-23 22:19:35
Sentieri 6A: Vocabulary,La routine del mattino,https://s3.amazonaws.com/tinycards/image/369bc1e85c85995f68be37f1b501c5c0,"### Card 1
Front
* Suona la sveglia

Back
* The alarm clock rings

### Card 2
Front
* lavarsi i denti

Back
* to brush one's teeth

### Card 3
Front
* sbadigliare

Back
* to yawn

### Card 4
Front
* svegliarsi

Back
* to wake up

### Card 5
Front
* il ciglio

Back
* eyelash (singular)

### Card 6
Front
* il corpo

Back
* body

### Card 7
Front
* il cuore

Back
* heart

### Card 8
Front
* la faccia

Back
* face

### Card 9
Front
* la gola

Back
* throat

### Card 10
Front
* il labbro

Back
* lip (singular)

### Card 11
Front
* le labbra

Back
* lips (plural)

### Card 12
Front
* la mano

Back
* hand (singular)

### Card 13
Front
* le mani

Back
* hands (plural)

### Card 14
Front
* la pelle

Back
* skin

### Card 15
Front
* il petto

Back
* chest

### Card 16
Front
* il sangue

Back
* blood

### Card 17
Front
* la schiena

Back
* back

### Card 18
Front
* il sopracciglio

Back
* eyebrow (singular)

### Card 19
Front
* le sopracciglia

Back
* eyebrows (plural)

### Card 20
Front
* la spalla

Back
* shoulder

### Card 21
Front
* lo stomaco

Back
* stomach

### Card 22
Front
* la vita

Back
* waist

### Card 23
Front
* l'asciugacapelli

Back
* hair dryer

### Card 24
Front
* la crema

Back
* lotion

### Card 25
Front
* il rossetto

Back
* lipstick

### Card 26
Front
* lo shampoo

Back
* shampoo

### Card 27
Front
* lo specchio

Back
* mirror

### Card 28
Front
* l'asciugamano

Back
* towel

### Card 29
Front
* il trucco

Back
* makeup

### Card 30
Front
* truccarsi

Back
* to put on makeup

### Card 31
Front
* farsi la barba

Back
* to shave (beard)

### Card 32
Front
* il rasoio

Back
* razor

### Card 33
Front
* il pettine

Back
* comb

### Card 34
Front
* il sapone

Back
* soap

### Card 35
Front
* lo spazzolino da denti

Back
* toothbrush

### Card 36
Front
* il dentifricio

Back
* toothpaste

### Card 37
Front
* la schiuma da barba

Back
* shaving cream

### Card 38
Front
* l'accappatoio

Back
* bathrobe

### Card 39
Front
* le pantofole

Back
* slippers

### Card 40
Front
* la spazzola

Back
* hairbrush

### Card 41
Front
* la testa

Back
* head

### Card 42
Front
* il naso

Back
* nose

### Card 43
Front
* l'occhio

Back
* eye

### Card 44
Front
* l'orecchio

Back
* ear (singular)

### Card 45
Front
* le orecchie

Back
* ears (plural)

### Card 46
Front
* la bocca

Back
* mouth

### Card 47
Front
* il collo

Back
* neck

### Card 48
Front
* il gomito

Back
* elbow

### Card 49
Front
* il dito

Back
* finger (singular)

### Card 50
Front
* le dita

Back
* fingers (plural)

### Card 51
Front
* il ventre

Back
* abdomen

### Card 52
Front
* il pigiama

Back
* pajamas

### Card 53
Front
* il ginocchio

Back
* knee (singular)

### Card 54
Front
* le ginocchia

Back
* knees (plural)

### Card 55
Front
* la gamba

Back
* leg

### Card 56
Front
* il piede

Back
* foot

### Card 57
Front
* il dito del piede

Back
* toe

### Card 58
Front
* le ciglia

Back
* eyelashes (plural)

### Card 59
Front
* il braccio

Back
* arm (singular)

### Card 60
Front
* le braccia

Back
* arms (plural)",Everyone,en,False,2019-01-10 01:13:18,2019-01-23 22:15:28
Sentieri 6A: Reflexive verbs,,https://s3.amazonaws.com/tinycards/image/60a9fdfff69f83667d0a7aeb3a62cf64,"### Card 1
Front
* chiamarsi

Back
* to be called

### Card 2
Front
* addormentarsi

Back
* to fall asleep

### Card 3
Front
* annoiarsi

Back
* to get bored

### Card 4
Front
* arrabbiarsi

Back
* to get angry

### Card 5
Front
* divertirsi

Back
* to have fun

### Card 6
Front
* farsi male

Back
* to hurt oneself

### Card 7
Front
* fermarsi

Back
* to stop oneself

### Card 8
Front
* innamorarsi

Back
* to fall in love

### Card 9
Front
* lamentarsi

Back
* to complain

### Card 10
Front
* laurearsi

Back
* to graduate

### Card 11
Front
* mettersi

Back
* to put on

### Card 12
Front
* pettinarsi

Back
* to comb/brush one's hair

### Card 13
Front
* preoccuparsi

Back
* to worry about

### Card 14
Front
* prepararsi

Back
* to get ready

### Card 15
Front
* radersi

Back
* to shave

### Card 16
Front
* rendersi conto

Back
* to realize

### Card 17
Front
* riposarsi

Back
* to rest

### Card 18
Front
* sbagliarsi

Back
* to make a mistake

### Card 19
Front
* sedersi

Back
* to sit down

### Card 20
Front
* sentirsi

Back
* to feel

### Card 21
Front
* spogliarsi

Back
* to undress

### Card 22
Front
* sposarsi

Back
* to get married

### Card 23
Front
* svegliarsi

Back
* to wake up

### Card 24
Front
* truccarsi

Back
* to put on makeup

### Card 25
Front
* vestirsi

Back
* to get dressed

### Card 26
Front
* alzarsi

Back
* to stand/get up",Everyone,en,False,2019-01-16 18:39:40,2019-01-23 22:17:21
Found Italian Nouns,,https://s3.amazonaws.com/tinycards/image/251e6df9dc4a2011eee2f3ec57ac10e7,"### Card 1
Front
* la rivista

Back
* magazine

### Card 2
Front
* la canzone

Back
* song

### Card 3
Front
* l'orario

Back
* schedule

### Card 4
Front
* le amicizie

Back
* friendships

### Card 5
Front
* i sandali

Back
* sandals

### Card 6
Front
* gli infraditi

Back
* flip-flops

### Card 7
Front
* la farfalla

Back
* bowtie

### Card 8
Front
* il tacco alto

Back
* high heels

### Card 9
Front
* le marche

Back
* brands

### Card 10
Front
* il mercato all'aperto

Back
* open market

### Card 11
Front
* i contanti

Back
* cash

### Card 12
Front
* gli occhiali da vista

Back
* eyeglasses

### Card 13
Front
* il braccialetto

Back
* bracelet

### Card 14
Front
* l'anello

Back
* ring

### Card 15
Front
* gli orecchini

Back
* earring

### Card 16
Front
* il cappellino

Back
* small hat/cap

### Card 17
Front
* l'incubo

Back
* nightmare

### Card 18
Front
* il posto

Back
* place

### Card 19
Front
* il sistema operativo

Back
* operating system

### Card 20
Front
* il codice

Back
* code

### Card 21
Front
* la chiavette

Back
* USB memory drive

### Card 22
Front
* la catena

Back
* chain

### Card 23
Front
* il ritrovo

Back
* club, meeting spot

### Card 24
Front
* il bucato

Back
* laundry

### Card 25
Front
* l'incontro

Back
* meeting, encounter, match

### Card 26
Front
* la registrazione

Back
* registration

### Card 27
Front
* la regola

Back
* rule, regulation

### Card 28
Front
* l'intrattenimento

Back
* entertainment

### Card 29
Front
* l'albero

Back
* tree

### Card 30
Front
* i pini

Back
* pines

### Card 31
Front
* la patente

Back
* (driver's) license

### Card 32
Front
* il papillon

Back
* bow tie

### Card 33
Front
* il fazzoletto

Back
* pocket square

### Card 34
Front
* il panciotto

Back
* vest; waistcoat",Everyone,en,False,2018-10-31 20:42:03,2019-01-13 20:04:59
Found Italian Adverbs,and a few preps/conjunctions,https://s3.amazonaws.com/tinycards/image/de34d752275d722a97168cde0dc8d2a5,"### Card 1
Front
* semplici

Back
* simple, easy

### Card 2
Front
* sinistra

Back
* left-hand side

### Card 3
Front
* basta

Back
* enough, stop

### Card 4
Front
* volta

Back
* turn, time, occasion

### Card 5
Front
* parte

Back
* share, part

### Card 6
Front
* atto

Back
* apt, fitting

### Card 7
Front
* certo

Back
* certain, certainly

### Card 8
Front
* scorso

Back
* past, last

### Card 9
Front
* in fila

Back
* in line

### Card 10
Front
* alcuno

Back
* some

### Card 11
Front
* verso

Back
* towards, to, against

### Card 12
Front
* troppo

Back
* too much

### Card 13
Front
* forse

Back
* perhaps, maybe

### Card 14
Front
* magari

Back
* I wish it were so!

### Card 15
Front
* ovviamente

Back
* obviously

### Card 16
Front
* probabilmente

Back
* probably

### Card 17
Front
* dietro

Back
* back; behind

### Card 18
Front
* oltre

Back
* beyond

### Card 19
Front
* circa

Back
* regarding, about

### Card 20
Front
* tranne

Back
* except

### Card 21
Front
* pure

Back
* also

### Card 22
Front
* entro

Back
* within, by

### Card 23
Front
* bensì

Back
* but, but rather

### Card 24
Front
* almeno

Back
* at least

### Card 25
Front
* insomma

Back
* in short; briefly

### Card 26
Front
* nonostante

Back
* despite; notwithstanding

### Card 27
Front
* ovunque

Back
* everywhere; anywhere

### Card 28
Front
* comunque

Back
* however; anyway

### Card 29
Front
* appena

Back
* as soon as, just

### Card 30
Front
* infatti

Back
* sure enough

### Card 31
Front
* purtroppo

Back
* unfortunately

### Card 32
Front
* quasi

Back
* almost

### Card 33
Front
* piuttosto

Back
* rather

### Card 34
Front
* tuttavia

Back
* still, yet, nevertheless

### Card 35
Front
* soltanto

Back
* only

### Card 36
Front
* proprio

Back
* really, exactly

### Card 37
Front
* sotto

Back
* under

### Card 38
Front
* sopra

Back
* above, on top of

### Card 39
Front
* sopratutto

Back
* above all

### Card 40
Front
* dopo

Back
* after, afterwards

### Card 41
Front
* prima

Back
* before, first

### Card 42
Front
* intorno

Back
* around

### Card 43
Front
* allora

Back
* so; then

### Card 44
Front
* adesso

Back
* now

### Card 45
Front
* anche

Back
* also; as well

### Card 46
Front
* ancora

Back
* yet

### Card 47
Front
* assolutamente

Back
* absolutely

### Card 48
Front
* completamente

Back
* completely

### Card 49
Front
* davvero

Back
* really; truly

### Card 50
Front
* dentro

Back
* inside

### Card 51
Front
* fuori

Back
* outside

### Card 52
Front
* già

Back
* already

### Card 53
Front
* insieme

Back
* together

### Card 54
Front
* là

Back
* there

### Card 55
Front
* lì

Back
* there

### Card 56
Front
* mai

Back
* ever

### Card 57
Front
* molto

Back
* much

### Card 58
Front
* neanche

Back
* neither

### Card 59
Front
* però

Back
* but, however

### Card 60
Front
* poco

Back
* little, few

### Card 61
Front
* poi

Back
* then; later

### Card 62
Front
* qua

Back
* here

### Card 63
Front
* quando

Back
* when

### Card 64
Front
* qui

Back
* here

### Card 65
Front
* sempre

Back
* always

### Card 66
Front
* solo

Back
* only, alone

### Card 67
Front
* spesso

Back
* often

### Card 68
Front
* subito

Back
* immediately; right away

### Card 69
Front
* veramente

Back
* truly",Everyone,en,False,2018-10-08 17:50:05,2019-03-23 22:57:00
Sentieri Italian - Adverbs,"and a few conjunctions, prepositions",https://s3.amazonaws.com/tinycards/image/2e519982fba5d6ad68a61a35170517c8,"### Card 1
Front
* oggi

Back
* today

### Card 2
Front
* domani

Back
* tomorrow

### Card 3
Front
* spesso

Back
* often

### Card 4
Front
* sempre

Back
* always

### Card 5
Front
* tutti

Back
* all

### Card 6
Front
* tutti i giorni

Back
* every day

### Card 7
Front
* a volte

Back
* sometimes

### Card 8
Front
* abbastanza

Back
* enough

### Card 9
Front
* allora

Back
* so; then

### Card 10
Front
* insieme

Back
* together

### Card 11
Front
* adesso

Back
* now

### Card 12
Front
* ormai

Back
* by now

### Card 13
Front
* mentre

Back
* while

### Card 14
Front
* anche

Back
* also; as well

### Card 15
Front
* mai

Back
* ever

### Card 16
Front
* non... mai

Back
* never

### Card 17
Front
* tra

Back
* between; within

### Card 18
Front
* fra

Back
* between; among

### Card 19
Front
* fino a

Back
* until

### Card 20
Front
* fuori

Back
* outside

### Card 21
Front
* dentro

Back
* inside

### Card 22
Front
* invece

Back
* instead

### Card 23
Front
* poi

Back
* then; later

### Card 24
Front
* ogni

Back
* every

### Card 25
Front
* davvero

Back
* really, truly

### Card 26
Front
* di solito

Back
* usually

### Card 27
Front
* dopo

Back
* after, afterwards

### Card 28
Front
* non... più

Back
* no more, no longer

### Card 29
Front
* presto

Back
* soon, quickly

### Card 30
Front
* prima

Back
* before, first, beforehand

### Card 31
Front
* qualche volta

Back
* sometimes

### Card 32
Front
* subito

Back
* immediately, right away

### Card 33
Front
* tardi

Back
* late

### Card 34
Front
* ancora

Back
* yet

### Card 35
Front
* non... ancora

Back
* not yet

### Card 36
Front
* bene

Back
* well

### Card 37
Front
* male

Back
* not well

### Card 38
Front
* già

Back
* already

### Card 39
Front
* spesso

Back
* often

### Card 40
Front
* quasi

Back
* almost",Everyone,en,False,2018-09-15 03:15:25,2018-12-11 05:26:57
Sentieri 4: Verbs,"irregular, infinitives only",https://s3.amazonaws.com/tinycards/image/66c749361fdebcb3c810b110c8f85854,"### Card 1
Front
* conoscere

Back
* to know; to meet

### Card 2
Front
* dire

Back
* to say; to tell

### Card 3
Front
* dovere

Back
* to have to/must; to owe

### Card 4
Front
* potere

Back
* to be able to/can

### Card 5
Front
* riconoscere

Back
* to recognize

### Card 6
Front
* riuscire

Back
* to succeed; to manage

### Card 7
Front
* sapere

Back
* to know (information)

### Card 8
Front
* uscire

Back
* to go out; to leave

### Card 9
Front
* venire

Back
* to come

### Card 10
Front
* volere

Back
* to want",Everyone,en,False,2018-11-11 21:45:38,2018-12-10 03:28:15
Sentieri 5: Verbs,"food, intransitives, used with direct object pronouns",https://s3.amazonaws.com/tinycards/image/2a13e7f615ee42e5c5ba9758a9254e92,"### Card 1
Front
* consigliare

Back
* to recommend

### Card 2
Front
* mostrare

Back
* to show

### Card 3
Front
* preparare

Back
* to prepare

### Card 4
Front
* prestare

Back
* to lend

### Card 5
Front
* regalare

Back
* to give (as a gift)

### Card 6
Front
* restituire (-isc)

Back
* to give back

### Card 7
Front
* mancare

Back
* to miss

### Card 8
Front
* bastare

Back
* to be enough

### Card 9
Front
* restare

Back
* to remain

### Card 10
Front
* sembrare

Back
* to seem

### Card 11
Front
* dispiacere

Back
* to be sorry

### Card 12
Front
* salutare

Back
* to greet

### Card 13
Front
* cadere

Back
* to fall

### Card 14
Front
* costare

Back
* to cost, to be worth

### Card 15
Front
* diventare

Back
* to become

### Card 16
Front
* morire

Back
* to die

### Card 17
Front
* nascere

Back
* to be born

### Card 18
Front
* rimanere

Back
* to remain, to stay

### Card 19
Front
* salire

Back
* to climb, to go up, to get on

### Card 20
Front
* scendere

Back
* to go down

### Card 21
Front
* friggere

Back
* to fry

### Card 22
Front
* soffriggere

Back
* to brown, to fry lightly

### Card 23
Front
* tostare

Back
* to toast

### Card 24
Front
* impanare

Back
* to bread",Everyone,en,False,2018-12-10 02:05:55,2018-12-10 03:29:21
Sentieri 5A: essere Verbs,Verbs paired with 'essere' for passato prossimo,https://s3.amazonaws.com/tinycards/image/f8f95a1dff326fdce64c62d0849bacaa,"### Card 1
Front
* cadere

Back
* to fall

### Card 2
Front
* costare

Back
* to cost

### Card 3
Front
* diventare

Back
* to become

### Card 4
Front
* entrare

Back
* to enter

### Card 5
Front
* morire

Back
* to die

### Card 6
Front
* nascere*

Back
* to be born

### Card 7
Front
* piacere

Back
* to please

### Card 8
Front
* essere

Back
* to be

### Card 9
Front
* restare

Back
* to stay, to remain

### Card 10
Front
* rimanere*

Back
* to remain, to stay

### Card 11
Front
* salire*

Back
* to climb, to go up

### Card 12
Front
* scendere

Back
* to go down

### Card 13
Front
* andare

Back
* to go

### Card 14
Front
* arrivare

Back
* to arrive

### Card 15
Front
* partire

Back
* to depart

### Card 16
Front
* stare

Back
* to stay, to stand

### Card 17
Front
* tornare

Back
* to return, to go back

### Card 18
Front
* uscire

Back
* to leave

### Card 19
Front
* venire

Back
* to come",Everyone,en,True,2018-11-28 20:40:04,2018-12-10 03:16:59
Sentieri 5B - Vocabulary,dining out,https://s3.amazonaws.com/tinycards/image/a6039cc8494b9660dbee4653685b55a1,"### Card 1
Front
* Vorrei...

Back
* I would like...

### Card 2
Front
* essere a dieta

Back
* to be on a diet

### Card 3
Front
* fatto/fatta in casa

Back
* homemade

### Card 4
Front
* l'antipasto

Back
* appetizer

### Card 5
Front
* la bottiglia

Back
* bottle

### Card 6
Front
* il conto

Back
* bill

### Card 7
Front
* il dolce

Back
* dessert

### Card 8
Front
* l'insalata

Back
* salad

### Card 9
Front
* il primo piatto

Back
* first course

### Card 10
Front
* il secondo piatto

Back
* second course

### Card 11
Front
* il servizio

Back
* service

### Card 12
Front
* la tazza

Back
* cup; mug

### Card 13
Front
* i pasti

Back
* meals

### Card 14
Front
* la colazione

Back
* breakfast

### Card 15
Front
* il pranzo

Back
* lunch

### Card 16
Front
* la merenda

Back
* afternoon snack

### Card 17
Front
* lo spuntino

Back
* snack

### Card 18
Front
* la cena

Back
* dinner

### Card 19
Front
* l'acqua naturale

Back
* still water

### Card 20
Front
* l'acqua frizzante

Back
* sparkling water

### Card 21
Front
* la birra

Back
* beer

### Card 22
Front
* il latte

Back
* milk

### Card 23
Front
* il succo d'arancia

Back
* orange juice

### Card 24
Front
* il tè

Back
* tea

### Card 25
Front
* il vino bianco

Back
* white wine

### Card 26
Front
* il vino rosso

Back
* red wine

### Card 27
Front
* il gusto

Back
* flavor; taste

### Card 28
Front
* dolce

Back
* sweet

### Card 29
Front
* leggero

Back
* light

### Card 30
Front
* insipido

Back
* bland

### Card 31
Front
* pesante

Back
* rich, heavy

### Card 32
Front
* piccante

Back
* spicy

### Card 33
Front
* saporito

Back
* tasty

### Card 34
Front
* salato

Back
* salty

### Card 35
Front
* il cuoco

Back
* cook; chef (m)

### Card 36
Front
* la cuoca

Back
* cook; chef (f)

### Card 37
Front
* assaggiare

Back
* to taste

### Card 38
Front
* il piatto

Back
* plate; dish

### Card 39
Front
* il menu

Back
* menu

### Card 40
Front
* il coltello

Back
* knife

### Card 41
Front
* la tovaglia

Back
* tablecloth

### Card 42
Front
* la forchetta

Back
* fork

### Card 43
Front
* il tovagliolo

Back
* napkin

### Card 44
Front
* ordinare

Back
* to order

### Card 45
Front
* il sale

Back
* salt

### Card 46
Front
* il pepe

Back
* pepper

### Card 47
Front
* il bicchiere

Back
* glass

### Card 48
Front
* la caraffa

Back
* carafe

### Card 49
Front
* la scodella

Back
* bowl

### Card 50
Front
* il cucchiaio

Back
* spoon

### Card 51
Front
* il cucchiaino

Back
* teaspoon

### Card 52
Front
* la mancia

Back
* tip

### Card 53
Front
* il coperto

Back
* table service fee",Everyone,en,False,2018-12-05 20:21:59,2018-12-05 20:25:10
Sentieri 5A: Participio Passato Irregolare,irregulare past participles for passato prossimo with essere,https://s3.amazonaws.com/tinycards/image/fde0e66227bf73b2917e8a426a103215,"### Card 1
Front
* essere

Back
* stato

### Card 2
Front
* morire

Back
* morto

### Card 3
Front
* nascere

Back
* nato

### Card 4
Front
* piacere

Back
* piaciuto

### Card 5
Front
* rimanere

Back
* rimasto

### Card 6
Front
* scendere

Back
* sceso

### Card 7
Front
* venire

Back
* venuto

### Card 8
Front
* vivere

Back
* vissuto",Everyone,en,False,2018-11-28 20:41:46,2019-03-14 05:02:18
Sentieri 3B - Descriptive Adjectives,"physique, personality, mood, hair, eyes",https://s3.amazonaws.com/tinycards/image/d839991cd08dccde37a346198acea07d,"### Card 1
Front
* alto

Back
* tall

### Card 2
Front
* basso

Back
* short

### Card 3
Front
* biondo

Back
* blond

### Card 4
Front
* bruno

Back
* dark-haired

### Card 5
Front
* brutto

Back
* ugly

### Card 6
Front
* carino

Back
* cute

### Card 7
Front
* grasso

Back
* fat

### Card 8
Front
* magro

Back
* thin

### Card 9
Front
* muscoloso

Back
* muscular

### Card 10
Front
* sportivo

Back
* active

### Card 11
Front
* allegro

Back
* cheerful

### Card 12
Front
* arrabbiato

Back
* angry

### Card 13
Front
* audace

Back
* audacious, bold

### Card 14
Front
* dinamico

Back
* dynamic

### Card 15
Front
* disinvolto

Back
* confident

### Card 16
Front
* furbo

Back
* shrewd, shy

### Card 17
Front
* ingenuo

Back
* naive

### Card 18
Front
* sensibile

Back
* sensitive

### Card 19
Front
* insensibile

Back
* insensitive

### Card 20
Front
* responsabile

Back
* responsible

### Card 21
Front
* irresponsabile

Back
* irresponsible

### Card 22
Front
* cortese

Back
* courteous

### Card 23
Front
* scortese

Back
* discourteous

### Card 24
Front
* femminista

Back
* feminist

### Card 25
Front
* ottimista

Back
* optimist

### Card 26
Front
* pessimista

Back
* pessimist

### Card 27
Front
* di media statura

Back
* of average height

### Card 28
Front
* avere gli occhi

Back
* eye color

### Card 29
Front
* avere i capelli

Back
* hair color

### Card 30
Front
* azzurri

Back
* sky blue

### Card 31
Front
* bianchi

Back
* white

### Card 32
Front
* blu

Back
* blue

### Card 33
Front
* castani

Back
* brown (hair)

### Card 34
Front
* corti

Back
* short

### Card 35
Front
* grigi

Back
* grey

### Card 36
Front
* lisci

Back
* straight

### Card 37
Front
* lunghi

Back
* long

### Card 38
Front
* marroni

Back
* brown (eyes)

### Card 39
Front
* mossi

Back
* wavy

### Card 40
Front
* neri

Back
* black

### Card 41
Front
* ricci

Back
* curly

### Card 42
Front
* rossi

Back
* red

### Card 43
Front
* verdi

Back
* green

### Card 44
Front
* buffo

Back
* funny

### Card 45
Front
* chic

Back
* chic

### Card 46
Front
* pazzo

Back
* crazy

### Card 47
Front
* scemo

Back
* dim-witted

### Card 48
Front
* scherzoso

Back
* playful

### Card 49
Front
* strano

Back
* weird; strange

### Card 50
Front
* sveglio

Back
* smart

### Card 51
Front
* testardo

Back
* stubborn

### Card 52
Front
* tonto

Back
* thick; dumb",Everyone,en,False,2018-10-19 16:27:17,2018-11-25 22:08:31
Found Italian Verbs,,https://s3.amazonaws.com/tinycards/image/fc5e18de879636fd1e8905d7272408ac,"### Card 1
Front
* inviare

Back
* to send

### Card 2
Front
* aggiornare

Back
* to update

### Card 3
Front
* scegliere

Back
* to choose, to select

### Card 4
Front
* installare

Back
* to install

### Card 5
Front
* rivviare

Back
* to restart

### Card 6
Front
* badare

Back
* to look after, to take care of

### Card 7
Front
* consumare

Back
* to consume

### Card 8
Front
* intrattenere

Back
* to entertain

### Card 9
Front
* toccare

Back
* to touch

### Card 10
Front
* impiegare

Back
* to employ

### Card 11
Front
* votare

Back
* to  vote

### Card 12
Front
* aggiustare

Back
* to fix

### Card 13
Front
* scherzare

Back
* to joke

### Card 14
Front
* communicare

Back
* to communicate, to inform

### Card 15
Front
* evitare

Back
* to avoid

### Card 16
Front
* muovere

Back
* to move

### Card 17
Front
* scoprire

Back
* to discover

### Card 18
Front
* promettere

Back
* to promise

### Card 19
Front
* spostare

Back
* to displace, to remove",Everyone,en,False,2018-11-17 22:48:24,2019-01-13 20:07:36
