name,description,coverImage,cards,privacy,language,deleted,createdAt,updatedAt
Sentieri Italian 1A - Greetings,Greetings and salutations,https://s3.amazonaws.com/tinycards/image/968d1dd901128dc2e745223133f104a8,"### Card 1
Front
* là

Back
* there

### Card 2
Front
* uomini

Back
* men

### Card 3
Front
* qua

Back
* here

### Card 4
Front
* A presto

Back
* See you soon

### Card 5
Front
* Buona giornata

Back
* Have a nice day

### Card 6
Front
* bene

Back
* good

### Card 7
Front
* Piacere mio

Back
* My pleasure

### Card 8
Front
* Di niente

Back
* You’re welcome

### Card 9
Front
* Scusa

Back
* Excuse me
* familiar

### Card 10
Front
* Scusi

Back
* Excuse me
* formal

### Card 11
Front
* A domani

Back
* See you tomorrow

### Card 12
Front
* Arrivederci

Back
* Goodbye
* familiar

### Card 13
Front
* E tu?

Back
* And you?
* familiar

### Card 14
Front
* Ciao

Back
* Hello/goodbye
* familiar

### Card 15
Front
* Come ti chiami?

Back
* What is your name?
* familiar

### Card 16
Front
* Come stai?

Back
* How are you?
* familiar

### Card 17
Front
* ArrivederLa

Back
* Goodbye
* formal

### Card 18
Front
* A dopo

Back
* See you later

### Card 19
Front
* Buonanotte

Back
* Good night

### Card 20
Front
* E Lei?

Back
* And you?
* formal

### Card 21
Front
* Sto male

Back
* I am not well

### Card 22
Front
* per favore

Back
* please

### Card 23
Front
* Come si chiama?

Back
* What is your name?
* formal

### Card 24
Front
* ragazzo

Back
* boy

### Card 25
Front
* Anch’io

Back
* Me too

### Card 26
Front
* Le presento...

Back
* This is...
* formal

### Card 27
Front
* Così così

Back
* So-so

### Card 28
Front
* Piacere

Back
* Delighted

### Card 29
Front
* Non c’è male

Back
* Not bad

### Card 30
Front
* Piacere di conoscerti

Back
* Pleased to meet you
* familiar

### Card 31
Front
* Come sta?

Back
* How are you?
* formal

### Card 32
Front
* Buonasera

Back
* Good evening

### Card 33
Front
* qui

Back
* here

### Card 34
Front
* salve

Back
* hello

### Card 35
Front
* signor

Back
* Mr.

### Card 36
Front
* Prego

Back
* You’re welcome

### Card 37
Front
* Ti presento...

Back
* This is...
* familiar

### Card 38
Front
* la donna

Back
* woman

### Card 39
Front
* la ragazza

Back
* girl

### Card 40
Front
* Abbastanza bene

Back
* Quite well

### Card 41
Front
* lì

Back
* there

### Card 42
Front
* male

Back
* bad

### Card 43
Front
* Grazie

Back
* Thank you

### Card 44
Front
* l’uomo

Back
* man

### Card 45
Front
* Come va?

Back
* How are you?
* formal/familiar

### Card 46
Front
* Piacere di conoscerLa

Back
* Pleased to meet you
* formal

### Card 47
Front
* signora

Back
* Mrs.

### Card 48
Front
* tutto bene?

Back
* everything good?

### Card 49
Front
* Mi chiamo...

Back
* My name is...

### Card 50
Front
* Alla prossima!

Back
* Until next time!

### Card 51
Front
* Buon fine settimana!

Back
* Have a nice weekend!

### Card 52
Front
* Che c’è di nuovo?

Back
* What’s new?

### Card 53
Front
* Ci sentiamo!

Back
* Talk to you soon!

### Card 54
Front
* Ci vediamo!

Back
* See you soon!

### Card 55
Front
* Come te la passi?

Back
* How are you getting along?

### Card 56
Front
* Ehilà!

Back
* Hey, there!

### Card 57
Front
* Il solito.

Back
* The usual.

### Card 58
Front
* Niente di nuovo.

Back
* Nothing new.

### Card 59
Front
* Buongiorno

Back
* Good morning

### Card 60
Front
* A più tardi

Back
* See you later

### Card 61
Front
* Sto bene

Back
* I am well

### Card 62
Front
* Sto molto bene

Back
* I am very well

### Card 63
Front
* Grazie mille

Back
* Thanks a lot

### Card 64
Front
* Molto piacere

Back
* A real pleasure

### Card 65
Front
* Piacere mio

Back
* My pleasure",Everyone,en,False,2018-08-24 17:10:54,2018-11-18 04:45:42
Sentieri 4A: Disjunctive Pronouns,pronomi tonici - used after prepositions,,"### Card 1
Front
* me

Back
* me, myself

### Card 2
Front
* te

Back
* you, yourself

### Card 3
Front
* Lei

Back
* you (formal)

### Card 4
Front
* lui/lei

Back
* him/her

### Card 5
Front
* sé

Back
* yourself (formal)

### Card 6
Front
* sé

Back
* himself/herself/itself

### Card 7
Front
* noi

Back
* us, ourselves

### Card 8
Front
* voi

Back
* you, yourselves (plural)

### Card 9
Front
* loro

Back
* them

### Card 10
Front
* sé

Back
* themselves",Everyone,en,True,2018-11-11 21:02:40,2018-11-20 18:05:33
Sentieri 4A: Irregular Verbs,"comporre, spegnere, dovere, potere, volere, dire, uscire, venire, conoscere, sapere",https://s3.amazonaws.com/tinycards/image/13c1524bb05584965a502e38926bf45b,"### Card 1
Front
* io (comporre)

Back
* compogno

### Card 2
Front
* tu (comporre)

Back
* componi

### Card 3
Front
* lui/lei (comporre)

Back
* compone

### Card 4
Front
* noi (comporre)

Back
* componiamo

### Card 5
Front
* voi (comporre)

Back
* componete

### Card 6
Front
* loro (comporre)

Back
* compongono

### Card 7
Front
* io (spegnere)

Back
* spengo

### Card 8
Front
* tu (spegnere)

Back
* spegni

### Card 9
Front
* lui/lei (spegnere)

Back
* spegne

### Card 10
Front
* noi (spegnere)

Back
* spegniamo

### Card 11
Front
* voi (spegnere)

Back
* spegnete

### Card 12
Front
* loro (spegnere)

Back
* spengono

### Card 13
Front
* io (dovere)

Back
* devo

### Card 14
Front
* tu (dovere)

Back
* devi

### Card 15
Front
* lui/lei (dovere)

Back
* deve

### Card 16
Front
* noi (dovere)

Back
* dobbiamo

### Card 17
Front
* voi (dovere)

Back
* dovete

### Card 18
Front
* loro (dovere)

Back
* devono

### Card 19
Front
* io (potere)

Back
* posso

### Card 20
Front
* tu (potere)

Back
* puoi

### Card 21
Front
* lui/lei (potere)

Back
* può

### Card 22
Front
* noi (potere)

Back
* possiamo

### Card 23
Front
* voi (potere)

Back
* potete

### Card 24
Front
* loro (potere)

Back
* possono

### Card 25
Front
* io (volere)

Back
* voglio

### Card 26
Front
* tu (volere)

Back
* vuoi

### Card 27
Front
* lui/lei (volere)

Back
* vuole

### Card 28
Front
* noi (volere)

Back
* vogliamo

### Card 29
Front
* voi (volere)

Back
* volete

### Card 30
Front
* loro (volere)

Back
* vogliono

### Card 31
Front
* io (dire)

Back
* dico

### Card 32
Front
* tu (dire)

Back
* dici

### Card 33
Front
* lui/lei (dire)

Back
* dice

### Card 34
Front
* noi (dire)

Back
* diciamo

### Card 35
Front
* voi (dire)

Back
* dite

### Card 36
Front
* loro (dire)

Back
* dicono

### Card 37
Front
* io (uscire)

Back
* esco

### Card 38
Front
* tu (uscire)

Back
* esci

### Card 39
Front
* lui/lei (uscire)

Back
* esce

### Card 40
Front
* noi (uscire)

Back
* usciamo

### Card 41
Front
* voi (uscire)

Back
* uscite

### Card 42
Front
* loro (uscire)

Back
* escono

### Card 43
Front
* io (venire)

Back
* vengo

### Card 44
Front
* tu (venire)

Back
* vieni

### Card 45
Front
* lui/lei (venire)

Back
* viene

### Card 46
Front
* noi (venire)

Back
* veniamo

### Card 47
Front
* voi (venire)

Back
* venite

### Card 48
Front
* loro (venire)

Back
* vengono

### Card 49
Front
* io (conoscere)

Back
* conosco

### Card 50
Front
* tu  (conoscere)

Back
* conosci

### Card 51
Front
* lui/lei (conoscere)

Back
* conosce

### Card 52
Front
* noi (conoscere)

Back
* conosciamo

### Card 53
Front
* voi (conoscere)

Back
* conoscete

### Card 54
Front
* loro (conoscere)

Back
* conoscono

### Card 55
Front
* io (sapere)

Back
* so

### Card 56
Front
* tu (sapere)

Back
* sai

### Card 57
Front
* lui/lei (sapere)

Back
* sa

### Card 58
Front
* noi (sapere)

Back
* sappiamo

### Card 59
Front
* voi (sapere)

Back
* sapete

### Card 60
Front
* loro (sapere)

Back
* sanno",Everyone,en,False,2018-10-31 20:48:51,2018-11-11 02:28:23
Sentieri 2A - Regular -are verbs,"Io: -o, tu: -i, lui/lei: -a, noi: -iamo, voi: -ate, loro: -ano",https://s3.amazonaws.com/tinycards/image/4be6945beb90c40d660afd24c23c5925,"### Card 1
Front
* parlare

Back
* to speak

### Card 2
Front
* abitare

Back
* to live in

### Card 3
Front
* arrivare

Back
* to arrive

### Card 4
Front
* aspettare

Back
* to wait for

### Card 5
Front
* cambiare

Back
* to change

### Card 6
Front
* cenare

Back
* to have dinner

### Card 7
Front
* cercare

Back
* to look for

### Card 8
Front
* chiamare

Back
* to call

### Card 9
Front
* (in)cominciare (a)

Back
* to begin (to)

### Card 10
Front
* comprare

Back
* to buy

### Card 11
Front
* desiderare

Back
* to desire

### Card 12
Front
* dimenticare

Back
* to forget

### Card 13
Front
* frequentare

Back
* to attend

### Card 14
Front
* guidare

Back
* to drive

### Card 15
Front
* incontrare

Back
* to meet with

### Card 16
Front
* imparare (a)

Back
* to learn (to)

### Card 17
Front
* insegnare

Back
* to teach

### Card 18
Front
* lavorare

Back
* to work

### Card 19
Front
* mandare

Back
* to send

### Card 20
Front
* mangiare

Back
* to eat

### Card 21
Front
* pagare

Back
* to pay

### Card 22
Front
* pensare (a/di)

Back
* to think (about/of)

### Card 23
Front
* portare

Back
* to bring; to wear

### Card 24
Front
* praticare

Back
* to practice

### Card 25
Front
* ricordare

Back
* to remember

### Card 26
Front
* (ri)tornare

Back
* to return

### Card 27
Front
* spiegare

Back
* to explain

### Card 28
Front
* studiare

Back
* to study

### Card 29
Front
* telefonare (a)

Back
* to telephone

### Card 30
Front
* trovare

Back
* to find

### Card 31
Front
* usare

Back
* to use

### Card 32
Front
* viaggiare

Back
* to travel

### Card 33
Front
* passare

Back
* to pass; to spend time

### Card 34
Front
* entrare

Back
* to enter

### Card 35
Front
* visitare

Back
* to visit

### Card 36
Front
* guardare

Back
* to watch; to look at

### Card 37
Front
* suonare

Back
* to play (musical instrument)

### Card 38
Front
* giocare

Back
* to play (a game)",Everyone,en,False,2018-09-13 22:15:01,2018-11-09 05:08:32
Sentieri 4A: Vocabulary,La tecnologia,https://s3.amazonaws.com/tinycards/image/60fca5a6a32c737938965703be4521ee,"### Card 1
Front
* accendere

Back
* to turn on

### Card 2
Front
* cancellare

Back
* to erase

### Card 3
Front
* caricare

Back
* to change; to load

### Card 4
Front
* cominciare

Back
* to start

### Card 5
Front
* comporre*

Back
* to dial (a number)

### Card 6
Front
* essere connesso

Back
* to be connected

### Card 7
Front
* essere in linea

Back
* to be online

### Card 8
Front
* funzionare

Back
* to work, to function

### Card 9
Front
* navigare in rete

Back
* to surf the internet

### Card 10
Front
* registrare

Back
* to record

### Card 11
Front
* salvare

Back
* to save

### Card 12
Front
* scaricare

Back
* to download

### Card 13
Front
* spegnere*

Back
* to turn off

### Card 14
Front
* stampare

Back
* to print

### Card 15
Front
* il canale (televisivo)

Back
* television channel

### Card 16
Front
* il carica batteria

Back
* battery charger

### Card 17
Front
* la cartella

Back
* folder

### Card 18
Front
* il computer

Back
* computer

### Card 19
Front
* il portatile

Back
* laptop

### Card 20
Front
* il documento

Back
* document

### Card 21
Front
* l'e-mail (f)

Back
* email message

### Card 22
Front
* l'impianto stereo

Back
* stereo system

### Card 23
Front
* il lettore DVD

Back
* DVD player

### Card 24
Front
* la macchina fotografica digitale

Back
* digital camera

### Card 25
Front
* il messagio di testo

Back
* text message

### Card 26
Front
* l'SMS

Back
* SMS message

### Card 27
Front
* il microfono

Back
* microphone

### Card 28
Front
* la password

Back
* password

### Card 29
Front
* il programma

Back
* program

### Card 30
Front
* la rete

Back
* network; internet

### Card 31
Front
* il sito Internet

Back
* web site

### Card 32
Front
* lo smartphone

Back
* smartphone

### Card 33
Front
* il videogioco

Back
* videogame

### Card 34
Front
* il lettore MP3

Back
* MP3 player

### Card 35
Front
* il lettore CD

Back
* CD player

### Card 36
Front
* il cellulare

Back
* cellphone

### Card 37
Front
* il disco rigido

Back
* hard disk drive

### Card 38
Front
* la stampante

Back
* printer

### Card 39
Front
* la tastiera

Back
* keyboard

### Card 40
Front
* il mouse

Back
* mouse

### Card 41
Front
* il tablet

Back
* tablet

### Card 42
Front
* il registratore DVR

Back
* DVR recorder

### Card 43
Front
* il telecomando

Back
* remote control

### Card 44
Front
* il televisore

Back
* TV set

### Card 45
Front
* lo schermo

Back
* computer monitor

### Card 46
Front
* il CD

Back
* compact disc

### Card 47
Front
* squillare

Back
* to ring (telephone)

### Card 48
Front
* le cuffie

Back
* headphones

### Card 49
Front
* la segreteria telefonica

Back
* voicemail",Everyone,en,False,2018-10-26 17:11:39,2018-11-08 05:10:13
"Italian Prepositions A, IN","Idiomatic usage, from class handout",https://s3.amazonaws.com/tinycards/image/870927f9eea60e530afbf7419d3c6da6,"### Card 1
Front
* Letto

Back
* A Letto

### Card 2
Front
* Roma

Back
* A Roma

### Card 3
Front
* Calcio

Back
* A Calcio

### Card 4
Front
* Cavallo

Back
* A Cavallo

### Card 5
Front
* Ristorante

Back
* Al Ristorante

### Card 6
Front
* <person name>

Back
* A <person name>

### Card 7
Front
* Cinema

Back
* Al Cinema

### Card 8
Front
* Lavoro

Back
* Al Lavoro

### Card 9
Front
* Lago

Back
* Al Lago

### Card 10
Front
* Palestra

Back
* In Palestra

### Card 11
Front
* Inverno

Back
* In Inverno

### Card 12
Front
* Italia

Back
* In Italia

### Card 13
Front
* Mare

Back
* Al Mare

### Card 14
Front
* Centro

Back
* In Centro

### Card 15
Front
* Libreria

Back
* In Libreria

### Card 16
Front
* Supermercato

Back
* Al Supermercato

### Card 17
Front
* Lezione

Back
* A Lezione

### Card 18
Front
* Casa

Back
* A Casa

### Card 19
Front
* Mondo

Back
* Al Mondo

### Card 20
Front
* Biblioteca

Back
* In Biblioteca

### Card 21
Front
* Professore

Back
* Al Professore

### Card 22
Front
* Stazione

Back
* Alla Stazione

### Card 23
Front
* Spiaggia

Back
* Alla Spiaggia

### Card 24
Front
* Posta

Back
* Alla Posta

### Card 25
Front
* Gelateria

Back
* In Gelateria

### Card 26
Front
* Banca

Back
* In Banca

### Card 27
Front
* Classe

Back
* In Classe

### Card 28
Front
* Macelleria

Back
* In Macelleria

### Card 29
Front
* Scuola

Back
* A Scuola

### Card 30
Front
* Bar

Back
* Al Bar

### Card 31
Front
* Chiesa

Back
* In Chiesa

### Card 32
Front
* Campagna

Back
* In Campagna

### Card 33
Front
* Farmacia

Back
* In Farmacia

### Card 34
Front
* Città

Back
* In Città

### Card 35
Front
* Cucina

Back
* In Cucina

### Card 36
Front
* Piscina

Back
* In Piscina

### Card 37
Front
* Teatro

Back
* A Teatro

### Card 38
Front
* Albergo

Back
* In Albergo

### Card 39
Front
* Parco

Back
* Al Parco

### Card 40
Front
* Lavanderia

Back
* In Lavanderia

### Card 41
Front
* Mensa

Back
* Alla Mensa

### Card 42
Front
* Ufficio

Back
* In Ufficio

### Card 43
Front
* Ospedale

Back
* In Ospedale

### Card 44
Front
* Montagna

Back
* In Montagna

### Card 45
Front
* Pasticceria

Back
* In Pasticceria

### Card 46
Front
* Stadio

Back
* Allo Stadio

### Card 47
Front
* Pizzeria

Back
* In Pizzeria

### Card 48
Front
* Segreteria

Back
* In Segreteria

### Card 49
Front
* l’università

Back
* all’università

### Card 50
Front
* piedi

Back
* a piedi

### Card 51
Front
* tavola

Back
* a tavola

### Card 52
Front
* mezzanotte

Back
* a mezzanotte

### Card 53
Front
* televisione

Back
* in televisione

### Card 54
Front
* radio

Back
* alla radio

### Card 55
Front
* autobus

Back
* in autobus

### Card 56
Front
* bicicletta

Back
* in bicicletta

### Card 57
Front
* macchina

Back
* in macchina

### Card 58
Front
* treno

Back
* in treno

### Card 59
Front
* vacanza

Back
* in vacanza

### Card 60
Front
* giorno

Back
* al giorno

### Card 61
Front
* cena

Back
* a cena

### Card 62
Front
* pranzo

Back
* a pranzo

### Card 63
Front
* colazione

Back
* a colazione

### Card 64
Front
* caffè

Back
* al caffè

### Card 65
Front
* mercato

Back
* al mercato

### Card 66
Front
* aeroporto

Back
* all’aeroporto

### Card 67
Front
* trattoria

Back
* in trattoria

### Card 68
Front
* panetteria

Back
* in panetteria

### Card 69
Front
* birreria

Back
* in birreria

### Card 70
Front
* salumeria

Back
* in salumeria

### Card 71
Front
* discoteca

Back
* in discoteca

### Card 72
Front
* barca

Back
* in barca

### Card 73
Front
* aereo

Back
* in aereo

### Card 74
Front
* tram

Back
* in tram

### Card 75
Front
* bagno

Back
* in bagno

### Card 76
Front
* cucina

Back
* in cucina

### Card 77
Front
* camera

Back
* in camera

### Card 78
Front
* sala

Back
* in sala

### Card 79
Front
* giardino

Back
* in giardino

### Card 80
Front
* piazza

Back
* in piazza

### Card 81
Front
* strada

Back
* in strada

### Card 82
Front
* paese

Back
* in paese

### Card 83
Front
* negozio

Back
* in negozio

### Card 84
Front
* fabbrica

Back
* in fabbrica

### Card 85
Front
* settembre

Back
* a settembre

### Card 86
Front
* primavera

Back
* in primavera

### Card 87
Front
* estate

Back
* in estate

### Card 88
Front
* autunno

Back
* in autunno

### Card 89
Front
* mezzogiorno

Back
* a mezzogiorno

### Card 90
Front
* <infinitive>

Back
* a <infinitive>",Everyone,en,False,2018-10-02 00:07:26,2018-10-24 18:33:11
Sentieri 3B: Adjectives and Professions,,https://s3.amazonaws.com/tinycards/image/45e3fd8be502f02c76d9371e676cc43d,"### Card 1
Front
* descrizioni personali

Back
* personal descriptions

### Card 2
Front
* amaro

Back
* bitter

### Card 3
Front
* attivo

Back
* active

### Card 4
Front
* atletico

Back
* athletic

### Card 5
Front
* avaro

Back
* greedy

### Card 6
Front
* brillante

Back
* bright

### Card 7
Front
* convinto

Back
* earnest

### Card 8
Front
* coraggioso

Back
* courageous

### Card 9
Front
* crudele

Back
* cruel

### Card 10
Front
* curioso

Back
* curious

### Card 11
Front
* debole

Back
* weak

### Card 12
Front
* disponibile

Back
* helpful

### Card 13
Front
* dolce

Back
* sweet

### Card 14
Front
* duro

Back
* hard; tough

### Card 15
Front
* egoista

Back
* selfish

### Card 16
Front
* energico

Back
* energetic

### Card 17
Front
* fedele

Back
* faithful

### Card 18
Front
* gentile

Back
* kind

### Card 19
Front
* giovane

Back
* young

### Card 20
Front
* laborioso

Back
* hardworking

### Card 21
Front
* lamentoso

Back
* whiny

### Card 22
Front
* lento

Back
* slow

### Card 23
Front
* modesto

Back
* modest

### Card 24
Front
* povero

Back
* poor

### Card 25
Front
* preferito

Back
* favorite

### Card 26
Front
* pronto

Back
* ready

### Card 27
Front
* ricco

Back
* rich

### Card 28
Front
* spiritoso

Back
* funny; clever

### Card 29
Front
* straniero

Back
* foreign

### Card 30
Front
* vecchio

Back
* old

### Card 31
Front
* veloce

Back
* fast

### Card 32
Front
* paziente

Back
* patient

### Card 33
Front
* discreto

Back
* discreet

### Card 34
Front
* stanco

Back
* tired

### Card 35
Front
* geloso

Back
* jealous

### Card 36
Front
* preoccupato

Back
* worried

### Card 37
Front
* forte

Back
* strong

### Card 38
Front
* preferito

Back
* favorite

### Card 39
Front
* professioni

Back
* professions

### Card 40
Front
* l'architetto

Back
* architect

### Card 41
Front
* l'avvocato

Back
* lawyer

### Card 42
Front
* il giornalista

Back
* journalist (m)

### Card 43
Front
* la giornalista

Back
* journalist (f)

### Card 44
Front
* l'ingegnere

Back
* engineer

### Card 45
Front
* l'uomo d'affari

Back
* businessman

### Card 46
Front
* la donna d'affari

Back
* businesswoman

### Card 47
Front
* il proprietario

Back
* owner (m)

### Card 48
Front
* la proprietaria

Back
* owner (f)

### Card 49
Front
* il musicista

Back
* musician (m)

### Card 50
Front
* la musicista

Back
* musician (f)

### Card 51
Front
* il parrucchiere

Back
* hairdresser (m)

### Card 52
Front
* la parrucchiera

Back
* hairdresser (f)

### Card 53
Front
* il cameriere

Back
* waiter

### Card 54
Front
* la cameriera

Back
* waitress",Everyone,en,False,2018-10-12 22:05:37,2018-10-24 20:36:57
Sentieri 3A: -ire verbs,"io: -o, tu: -i, lui/lei: -e, noi: -iamo, voi: -ite, loro: -ono",https://s3.amazonaws.com/tinycards/image/c3fbf04e71406df64fe91750be62d1ec,"### Card 1
Front
* partire

Back
* to leave, depart

### Card 2
Front
* aprire

Back
* to open

### Card 3
Front
* dormire

Back
* to sleep

### Card 4
Front
* offrire

Back
* to offer

### Card 5
Front
* seguire

Back
* to follow; to take (a class)

### Card 6
Front
* sentire

Back
* to feel; to hear

### Card 7
Front
* servire

Back
* to serve

### Card 8
Front
* capire

Back
* to understand
* -isc

### Card 9
Front
* finire

Back
* to finish
* -isc

### Card 10
Front
* preferire

Back
* to prefer
* -isc

### Card 11
Front
* pulire

Back
* to clean
* -isc

### Card 12
Front
* spedire

Back
* to send
* -isc",Everyone,en,False,2018-10-12 21:52:20,2018-10-24 21:03:56
Sentieri 2B: -ere verbs,"io -o, tu -i, lui/lei -e, noi -iamo, voi -ete, loro -ono",https://s3.amazonaws.com/tinycards/image/5d8a5209ca6a60f3d11d8a717e50bcea,"### Card 1
Front
* leggere

Back
* to read

### Card 2
Front
* chiedere

Back
* to ask (for)

### Card 3
Front
* chiudere

Back
* to close

### Card 4
Front
* correre

Back
* to run

### Card 5
Front
* dipingere

Back
* to paint

### Card 6
Front
* mettere

Back
* to put

### Card 7
Front
* prendere

Back
* to take

### Card 8
Front
* ricevere

Back
* to receive

### Card 9
Front
* ripetere

Back
* to repeat

### Card 10
Front
* rispondere (a)

Back
* to reply (to)

### Card 11
Front
* scrivere

Back
* to write

### Card 12
Front
* spendere

Back
* to spend (money)

### Card 13
Front
* vedere

Back
* to see

### Card 14
Front
* vendere

Back
* to sell

### Card 15
Front
* vivere

Back
* to live

### Card 16
Front
* conoscere

Back
* to know (person or place); to meet

### Card 17
Front
* credere

Back
* to believe

### Card 18
Front
* decidere di

Back
* to decide to

### Card 19
Front
* discutere

Back
* to discuss something

### Card 20
Front
* perdere

Back
* to lose

### Card 21
Front
* promettere

Back
* to promise",Everyone,en,False,2018-09-26 17:44:38,2018-10-29 20:28:56
Sentieri 2 - Irregular verbs,"andare, dare, fare, stare, avere",https://s3.amazonaws.com/tinycards/image/1508e348f7af2a0ef2d8c34000747bdd,"### Card 1
Front
* andare

Back
* to go

### Card 2
Front
* dare

Back
* to give

### Card 3
Front
* fare

Back
* to do; make

### Card 4
Front
* stare

Back
* to stay; to be

### Card 5
Front
* avere

Back
* to have",Everyone,en,False,2018-09-21 03:23:48,2018-09-30 00:20:11
Italian Food Vocabulary,,https://s3.amazonaws.com/tinycards/image/e5ca5dba734b2e169a7a3c7c61eeb0ec,"### Card 1
Front
* acchiughe

Back
* anchovies

### Card 2
Front
* aceto

Back
* vinegar

### Card 3
Front
* acqua

Back
* water

### Card 4
Front
* aglio

Back
* garlic

### Card 5
Front
* agnello

Back
* lamb

### Card 6
Front
* aragosta

Back
* lobster

### Card 7
Front
* arancia

Back
* orange

### Card 8
Front
* arrosto

Back
* roasted

### Card 9
Front
* asparagi

Back
* asparagus

### Card 10
Front
* bicchiere

Back
* glass

### Card 11
Front
* birra

Back
* beer

### Card 12
Front
* bistecca

Back
* steak

### Card 13
Front
* burro

Back
* butter

### Card 14
Front
* caffè

Back
* coffee

### Card 15
Front
* cameriere

Back
* waiter

### Card 16
Front
* capretto

Back
* kid (goat)

### Card 17
Front
* carciofi

Back
* artichokes

### Card 18
Front
* carota

Back
* carrot

### Card 19
Front
* carta dei vini

Back
* wine list

### Card 20
Front
* cavolo

Back
* cabbage

### Card 21
Front
* cena

Back
* dinner

### Card 22
Front
* ciliegia

Back
* cherry

### Card 23
Front
* cipolla

Back
* onion

### Card 24
Front
* coltello

Back
* knife

### Card 25
Front
* coniglio

Back
* rabbit

### Card 26
Front
* conto

Back
* bill/check

### Card 27
Front
* cozze

Back
* mussels

### Card 28
Front
* cucchiaio

Back
* spoon

### Card 29
Front
* enoteca

Back
* wine bar

### Card 30
Front
* fagiolini

Back
* green beans

### Card 31
Front
* fegato

Back
* liver

### Card 32
Front
* fico

Back
* fig

### Card 33
Front
* finocchio

Back
* fennel

### Card 34
Front
* forchetta

Back
* fork

### Card 35
Front
* formaggio

Back
* cheese

### Card 36
Front
* fragola

Back
* strawberry

### Card 37
Front
* friggitoria

Back
* fried-food stand

### Card 38
Front
* frutti di mare

Back
* seafood

### Card 39
Front
* funghi

Back
* mushrooms

### Card 40
Front
* gamberoni

Back
* prawns

### Card 41
Front
* granchio

Back
* crab

### Card 42
Front
* insalata

Back
* salad

### Card 43
Front
* lampone

Back
* raspberry

### Card 44
Front
* latte

Back
* milk

### Card 45
Front
* limone

Back
* lemon

### Card 46
Front
* manzo

Back
* beef

### Card 47
Front
* mela

Back
* apple

### Card 48
Front
* melanzane

Back
* aubergine

### Card 49
Front
* melone

Back
* cantaloupe

### Card 50
Front
* merluzzo

Back
* cod

### Card 51
Front
* miele

Back
* honey

### Card 52
Front
* olio

Back
* oil

### Card 53
Front
* oliva

Back
* olive

### Card 54
Front
* osteria

Back
* informal restaurant

### Card 55
Front
* ostriche

Back
* oysters

### Card 56
Front
* pane

Back
* bread

### Card 57
Front
* panna

Back
* cream

### Card 58
Front
* pasticceria

Back
* pastry shop

### Card 59
Front
* patata

Back
* potato

### Card 60
Front
* pepe

Back
* pepper

### Card 61
Front
* peperoncino

Back
* chili

### Card 62
Front
* peperoni

Back
* capsicum

### Card 63
Front
* pera

Back
* pear

### Card 64
Front
* pesca

Back
* peach

### Card 65
Front
* pesce spada

Back
* swordfish

### Card 66
Front
* piselli

Back
* peas

### Card 67
Front
* pollo

Back
* chicken

### Card 68
Front
* polpo

Back
* octopus

### Card 69
Front
* pomodoro

Back
* tomato

### Card 70
Front
* pranzo

Back
* lunch

### Card 71
Front
* prima colazione

Back
* breakfast

### Card 72
Front
* riso

Back
* rice

### Card 73
Front
* ristorante

Back
* restaurant

### Card 74
Front
* rucola

Back
* arugula

### Card 75
Front
* sale

Back
* salt

### Card 76
Front
* salsiccia

Back
* sausage

### Card 77
Front
* sarde

Back
* sardines

### Card 78
Front
* sgombro

Back
* mackerel

### Card 79
Front
* spinaci

Back
* spinach

### Card 80
Front
* spuntino

Back
* snack

### Card 81
Front
* tartufo

Back
* truffle

### Card 82
Front
* tè

Back
* tea

### Card 83
Front
* tonno

Back
* tuna

### Card 84
Front
* tovagliolo

Back
* napkin

### Card 85
Front
* trattoria

Back
* informal restaurant

### Card 86
Front
* trippa

Back
* tripe

### Card 87
Front
* uovo

Back
* egg

### Card 88
Front
* uva

Back
* grapes

### Card 89
Front
* vegetaliano

Back
* vegan

### Card 90
Front
* vegetariano

Back
* vegetarian

### Card 91
Front
* vino bianco

Back
* white wine

### Card 92
Front
* vino rosso

Back
* red wine

### Card 93
Front
* vitello

Back
* veal

### Card 94
Front
* vongole

Back
* clams

### Card 95
Front
* zucchero

Back
* sugar",Everyone,en,False,2018-08-26 07:05:57,2018-09-14 23:02:38
